deployment_num,project_name,device_type,am_recorder_lab_id_num,AM_recorder_ID,AM_micro_sd_ID,AM_config_file_name,deployment_team,location_site_name,site_subname,latitude,longitude,gps_source,gps_accuracy_m,AM_housing,height_above_ground_m,dropoff_date,dropoff_time,dropoff_notes,habitat,setting,game_cam_present,num_game_cam_present,game_cam_deploy_num,pickup_date,pickup_time,working_at_retrieval,pickup_notes,recorder_checkin_date,recorder_checkin_notes,card_upload_date,card_upload_notes,card_data_size,FLAG,FLAG_comments
AM0103,North Country Wild,AudioMoth,11,2466BE0146D67B51,18,June-19-2025.config,Liz Anderson,Raquette River,Raquette River round 2 - site 3 Leonard Pond near river,44.312506,-74.71822,gps,5,Ziplock,1.5,14-Jul-25,10:54,in same hemlock as camera; can hear river from site and AM is facing river,Mixed,Rural,TRUE,1,C0431,17-Sep-25,16:30,TRUE,,,,4-Oct-25,recordings through 20 August 2025;,42.62 gb,FALSE,
AM0104,North Country Wild,AudioMoth,1,24F3190863FAA5B9,7,June-19-2025.config,"Liz Anderson, Aidan Fauth",Oswegatchie River,Oswegatchie pt 2 - cooper hill,44.211742,-75.300103,gps,3.3,Case,1.5,24-Jun-25,11:10,in same beech tree as C045_SD075; on a branch of tree,Deciduous,Rural,TRUE,1,C0438,15-Jul-25,16:15,TRUE,cam was hit by something noticed on pickup AM seems fine,,,17-Jul-25,recordings through 15 July 2025; ,24.61 gb,FALSE,
AM0105,North Country Wild,AudioMoth,2,243B1F0663FADE06,30,June-19-2025.config,"Liz Anderson, Aidan Fauth",Grasse River,Grasse river point 4,44.286178,-74.965314,gps,0.81,Case,1.5,25-Jun-25,14:15,on small dead tree behind camera about 7 feet. SD card has no number (numbered later in lab as 30). ,Mixed,Rural,TRUE,1,C0451,16-Jul-25,13:50,TRUE,,,,17-Jul-25,recordings through 16 July 2025;,24.4 gb,FALSE,
AM0106,North Country Wild,AudioMoth,7,2403750364D67B21,8,June-19-2025.config,"Liz Anderson, Aidan Fauth",Oswegatchie River,Oswegatchie point 6 - Wolf/Moon lake,44.313432,-75.323156,,,Case,2,24-Jun-25,14:23,with AM008_SD021 (in ziplock)  and cam C065_SD090 in same tree; woodland-wetland edge; on a branch next to other AM on trunk,Other,Rural,TRUE,1,C0447,15-Jul-25,12:26,TRUE,,,,17-Jul-25,recordings through 15 July 2025; ,24.29 gb,FALSE,
AM0107,North Country Wild,AudioMoth,10,243EBE0164D67739,19,June-19-2025.config,"Liz, Aidan, Erika, Gus",Kip Tract,Forest Ecology plot 2,44.586456,-75.137953,gps,0.61,Case,1.5,19-Jun-25,15:08,about 6 feet behind camer tree in small ash tree about 1.5 m off ground facing E; in AM case; ,Deciduous,Rural,TRUE,1,C0442,3-Jul-25,11:50,TRUE,,,,3-Jul-25,recordings through 3 July 2025;,16.05 gb,FALSE,
AM0108,North Country Wild,AudioMoth,10,243EBE0164D67739,14,high-low-July-7-2025.config,"Jess, Liz, Aidan, Erika, Gus",Erika's camp,Erika's camp,44.493996,-75.084052,phone,,Ziplock,0.35,7-Jul-25,12:10,on pole actual height above ground is 0.35 m; paried with A014_SD002 and C082_SD089; down the hill adjacent to the stream and to the right; small clearing with fern ground cover; flat ground. ,Deciduous,Rural,TRUE,1,C0452,14-Jul-25,11:23,,moved 100 fee w/o new SD --> still with cam C082_SD089,,,22-Jul-25,NO DATA ON CARD,,TRUE,SD card had no files
AM0109,North Country Wild,AudioMoth,10,243EBE0164D67739,14,high-low-July-7-2025.config,"Liz Anderson, Aidan Fauth",Erika's camp,Erika's camp round 2,44.493981,-75.083687,gps,0.283,Ziplock,0.35,14-Jul-25,11:47,on pole - low treatment; with AM014_SD002 as high treatment,Deciduous,Rural,TRUE,1,C0455,21-Jul-25,14:58,TRUE,,,,22-Jul-25,NO DATA ON CARD,,TRUE,SD card had no files
AM0110,North Country Wild,AudioMoth,12,243EBE0164D67AF1,5,high-low-July-7-2025.config,"Jess, Liz, Aidan  ",Erika's camp,Erika's camp,44.493796,-75.082463,phone,4.7,Ziplock,0.35,7-Jul-25,12:55,on pole; with AM015_SD020; further right from audiomoth A014_SD010; side of a hill. Follow path from hunting blind to the left. ,Deciduous,Rural,TRUE,1,C0440,14-Jul-25,12:05,TRUE,moved 100 feet with same sd,,uploaded 22 July 2025 to folder AM012_SD005_1,22-Jul-25,recordings through 14 July 2025;,38.63 gb,FALSE,
AM0111,North Country Wild,AudioMoth,12,243EBE0164D67AF1,5,high-low-July-7-2025.config,"Aidan, Liz",Erika's camp,Erika's camp,44.49404,-75.082418,phone,,Ziplock,0.35,14-Jul-25,12:40,on pole- low treatment.With AM015_SD020 as high,Deciduous,Rural,TRUE,1,C0443,21-Jul-25,15:15,,,,,22-Jul-25,recordings through 19 July 2025; ,25.11 gb,FALSE,
AM0112,North Country Wild,AudioMoth,14,2474750763FA5818,2,high-low-July-7-2025.config,"Liz, Aidan, Erika, Gus",Erika's camp,Erika's camp,44.493996,-75.084052,phone,4.7,Ziplock,3,7-Jul-25,11:52,"on pole - high treatment. Down hill adjacent to stream ad to the right; small clearing with fern ground cover, flat ground. Paired with AM010_SD014",Deciduous,Rural,TRUE,1,C0452,14-Jul-25,11:23,,moved to new location w/o new sd card about 100 feet away; still with C082_SD089,,,22-Jul-25,NO DATA ON CARD,,TRUE,SD card had no files
AM0113,North Country Wild,AudioMoth,14,2474750763FA5818,2,high-low-July-7-2025.config,"Aidan, Liz",Erika's camp,Erika's camp,44.493987,-75.083678,gps,0.765,Ziplock,3,14-Jul-25,11:47,on pole - high treatment. W/ AM010_SD014 as low ,Deciduous,Rural,TRUE,1,C0455,21-Jul-25,14:54,TRUE,,,,22-Jul-25,NO DATA ON CARD,,TRUE,SD card had no files
AM0114,North Country Wild,AudioMoth,15,243B1F0663FA5AC8,20,high-low-July-7-2025.config,"Jess, Liz, Aidan",Erika's camp,Erika's camp,44.493796,-75.082463,phone,4.7,Ziplock,3,7-Jul-25,12:55,on pole - high treatement; paired woth AM012_SD005; moved 100' with same ID for 2nd round,Deciduous,Rural,TRUE,1,C0440,14-Jul-25,12:05,TRUE,moved 100' with same id for 2nd round,,,22-Jul-25,NO DATA ON CARD,,TRUE,SD card had no files
AM0115,North Country Wild,AudioMoth,15,243B1F0663FA5AC8,20,high-low-July-7-2025.config,"Aidan, Liz",Erika's camp,Erika's camp,44.494105,-75.082408,phone,,Ziplock,3,14-Jul-25,12:40,on pole - high treatment. Paried with AM012_SD005,Deciduous,Rural,TRUE,1,C0443,21-Jul-25,15:05,,,,,22-Jul-25,NO DATA ON CARD,,TRUE,SD card had no files
AM0116,North Country Wild,AudioMoth,19,243B1F0663FAA578,22,June-19-2025.config,"Aidan, Liz",Grasse River,Grasse River point 6,44.365391,-75.082019,gps,1.8,Case,1.5,25-Jun-25,15:38,with AM0117; same beech tree as camera,Deciduous,Rural,TRUE,1,C0439,16-Jul-25,11:38,TRUE,flashing red and green on pickup,,,17-Jul-25,recordings through 15 July 2025; ,22.82 gb,FALSE,
AM0117,North Country Wild,AudioMoth,21,24E1440163FA58EC,3,June-19-2025.config,"Aidan, Liz",Grasse River,Grasse river point 6,44.365379,-75.081958,gps,2,Ziplock,1.5,25-Jun-25,15:40,same beech as camera; with AM0116,Deciduous,Rural,TRUE,1,C0439,16-Jul-25,11:38,TRUE,,,,17-Jul-25,recordings through 16 July 2025;,24.18 gb,FALSE,
AM0118,North Country Wild,AudioMoth,25,24E1440163FAC414,6,June-19-2025.config,"Aidan, Liz",Raquette River,Raquette river point 3 leonard pond,44.31592,-74.723485,phone,4.7,Case,2,23-Jun-25,11:03,"in young spruce tree about 30 feet in front and to right of camera view; wetland (coniferous); camera and audiomoth are on edge of wetland pond, facing away on game trail",Evergreen,Rural,TRUE,1,C0445,14-Jul-25,10:15,TRUE,,,,17-Jul-25,recordings through 14 July 2025;,24.4 gb,FALSE,
AM0119,North Country Wild,AudioMoth,26,248D9B016486DF74,19,high-low-July-7-2025.config,"Aidan, Liz",Erika's camp,Erika's camp round 2,44.49352,-75.085339,phone,,Ziplock,0.35,14-Jul-25,10:45,on pole - low treatment; paired with AM022_SD025 as high; second site after being moved 100 feet with same id,Deciduous,Rural,TRUE,1,C038_SD103,21-Jul-25,3:24,TRUE,,,,22-Jul-25,recordings through 19 July 2025; ,25.8 gb,FALSE,
AM0120,North Country Wild,AudioMoth,17,243EBE0164D67B51,17,June-19-2025.config,Aidan and Liz,Raquette River,Raquette river pont 5,44.3390031,-74.726272,gps,2.2,Case,1.5,23-Jun-25,12:34,on red maple with AM004_SD013 (in ziplock) next to C062_SD036,Deciduous,Rural,TRUE,1,C0444,14-Jul-25,12:00,TRUE,,,,17-Jul-25,recordings through 14 July 2025;,24.27 gb,FALSE,
